X,Y,OBJECTID,SPEED_HUMP_TYPE,LOCATION
593720.7505,4783454.2479,582,Cushion,185 Templemead Drive
593627.3261,4784061.5228,583,Cushion,555 Queen Victoria Drive
593707.533,4784318.608,584,Cushion,112 Queen Victoria Drive
593977.5579,4784371.4279,585,Cushion,222 Queen Victoria Drive
594112.5861,4784081.4418,586,Cushion,319 Queen Victoria Drive
593831.7806,4784415.4552,587,Cushion,188 Queen Victoria Drive
593975.4787,4783853.8385,588,Cushion,416 Queen Victoria Drive
594124.7396,4784254.7414,589,Cushion,269 Queen Victoria Drive
594090.5495,4784008.0864,590,Cushion,347 Queen Victoria Drive
593660.0439,4784168.219,591,Cushion,595 Queen Victoria Drive
593349.0321,4783374.0926,592,Cushion,78 Royalvista Drive
593422.9193,4783353.0104,593,Cushion,102 Royalvista Drive
593798.2582,4784083.0505,594,Cushion,140 Quaker Crescent
593907.5938,4784096.1421,595,Cushion,106 Quaker Crescent
593929.0393,4784166.0757,596,Cushion,88 Quaker Crescent
593809.2258,4784249.2833,597,Cushion,34 Quaker Crescent
593905.4241,4784219.268,598,Cushion,63 Quaker Crescent
593703.5062,4784111.0492,599,Cushion,172 Quaker Crescent
593864.7041,4782776.0682,600,Cushion,37 Everest Street
588553.0265,4786008.6976,601,Cushion,187 Cranbrook Drive
588508.7728,4785863.4518,602,Cushion,229 Cranbrook Drive
591146.9142,4789528.0586,603,Cushion,120 Duke Street
592349.4142,4789323.1436,604,Cushion,11 Liberty Street
592263.879,4789286.6002,605,Cushion,117 Ferguson Avenue South
592389.2927,4789266.5771,606,Cushion,15 Grove Street
591861.0563,4790606.3236,607,Cushion,177 MacNab Street North
591886.6895,4790688.3904,608,Cushion,206 MacNab Street South
592575.3848,4789201.22,609,Cushion,84 West Avenue South
592631.1244,4791897.3864,610,Cushion,593 John Street North
592571.0786,4791700.6524,611,Cushion,535 John Street North
586968.4499,4789288.8364,612,Cushion,142 Rifle Range Road
586908.5806,4789538.3644,613,Cushion,86 Rifle Range Road
589283.5053,4790833.4008,614,Cushion,45 Longwood Road North
589338.0716,4791009.0472,615,Cushion,90 Longwood Road North
589486.2801,4791494.6974,616,Cushion,Longwood Road North - 120m north of Franklin Avenue
587311.8371,4789794.0805,617,Cushion,29 Glenmount Avenue
587209.2227,4789823.6619,618,Cushion,64 Glenmount Avenue
595978.8386,4787444.5484,619,Cushion,276 Graham Avenue South
588358.7245,4789828.153,620,Cushion,158 Cline Avenue South
595633.4778,4786496.3769,621,Cushion,118 Princeton Drive
595778.0898,4786870.9335,622,Cushion,15 Oakcrest Drive
595797.8673,4786951.5315,623,Cushion,3 Oakcrest Drive
591852.9732,4784657.1988,624,Cushion,20.0 metres South of 320 Crerar Drive
584243.1318,4790893.7468,625,Cushion,35 Market Street South (Behind Arena)
584291.7876,4790876.4539,626,Cushion,35 Market Street South (Behind Arena)
599238.2236,4788641.4072,627,Cushion,276 Vansitmart Ave
589599.3502,4798577.7405,628,Cushion,65/62 Main Street North
589508.611,4798663.9775,629,Cushion,103/104 Main Street North
589239.5343,4798820.1696,630,Cushion,207 Main Street North
589103.4883,4798896.1686,631,Cushion,258 Main Street North
590609.4396,4800008.8689,632,Cushion,143 Spring Creek Drive
590372.9714,4800220.5102,633,Cushion,255/254 Spring Creek Drive
590044.3479,4798995.1579,634,Cushion,15-13/10 First Street
589859.7508,4799464.3401,635,Cushion,23-27 Laurendale Avenue (Hydro Corridor)
589923.8551,4799733.1647,636,Cushion,61/62 Laurendale Avenue
588901.3821,4798437.2271,637,Cushion,124/126 Rockhaven Lane
588650.1786,4798226.9772,638,Cushion,41/40-42 Rockhaven Lane
581575.4336,4783629.5086,639,Cushion,North of 39 Panabaker Drive
581580.2289,4783756.6059,640,Cushion,100 Panabaker Drive
590844.1532,4799036.2952,641,Cushion,124-128/123-125 Skinner Road
592855.1529,4786059.387,642,Cushion,18-14/13 Bishopsgate Avenue
592828.9946,4785972.6226,643,Cushion,37-38 Bishopsgate Avenue
595912.8308,4785809.0092,644,Cushion,211 Broker Drive
603387.0588,4785636.9361,645,Cushion,60-62 Kilbourn Ave
596027.8103,4785798.4455,646,Cushion,231 Broker Drive
592338.4066,4791598.0132,647,Cushion,9 Wood Street East
592782.4202,4791719.1586,648,Cushion,583 Mary Street
611152.219,4785856.6851,649,Cushion,1400-1440 Baseline Rd
591267.8967,4789381.4414,650,Cushion,80 Robinson Street
611250.8582,4785828.0089,651,Cushion,1456-1458 Baseline Rd
611398.0848,4785786.5594,652,Cushion,1489-1490 Baseline Rd
587038.6437,4789477.1876,653,Cushion,200 Whitney Avenue
585636.5598,4785639.5693,654,Cushion,Meadowlands Blvd - 20m south of Olivia Pl
585567.3897,4785820.6297,655,Cushion,161 Meadowlands Blvd - between the school and park
594417.9364,4786095.9165,656,Cushion,211 East 44th Street
581751.2049,4783852.0969,657,Cushion,251/255 Braithwaite Avenue
586464.4922,4785020.3987,658,Cushion,252 Raymond Road
593165.5604,4783429.8702,659,Cushion,15/16-20 Royalvista Drive
591094.1558,4788287.8393,660,Cushion,122 West 2nd Street
582717.3662,4786498.9981,661,Cushion,100 Sulphur Springs Road
589886.8288,4789597.6822,662,Cushion,407-409/406-404 Herkimer Street
582510.7657,4786526.4111,663,Cushion,15m west of 140 Sulphur Springs Road
589774.7705,4789633.0961,664,Cushion,442-440/437 Herkimer Street
582400.4043,4786555.0275,665,Cushion,10m west of 162 Sulphur Springs Road
582288.3656,4786587.3155,666,Cushion,216-217 Sulphur Springs Road
583483.1759,4786649.1916,667,Cushion,81-80 Academy Street
590866.6684,4789980.1122,668,Cushion,249/252 Jackson Street West
583541.8578,4786735.6012,669,Cushion,103/109 Academy Street
590563.7719,4788956.5048,670,Cushion,18/15 Spruceside Avenue
583282.7356,4786629.6538,671,Cushion,25-24 Academy Street
590211.9512,4789828.4778,672,Cushion,65-63/68-70 Melbourne Street
583327.8459,4786519.2657,673,Cushion,365-362 Lodor Street
589741.8621,4787181.8902,674,Cushion,69 Sanatorium Road
583284.6063,4786414.6085,675,Cushion,337/327 - 330 Lodor Street
589398.6976,4787294.1966,676,Cushion,143 Sanatorium Road
583395.2164,4786746.635,677,Cushion,426-427 Lodor Street
589616.6923,4783846.8994,678,Cushion,58/54 Kennedy Avenue
583184.945,4786394.5583,679,Cushion,24/18 Church Street
589733.8751,4783808.8587,680,Cushion,30-33/29 Kennedy Avenue
591668.5791,4785807.641,681,Cushion,56 Hummingbird Lane
591693.4694,4785896.6649,682,Cushion,28 Hummingbird Lane
591381.5526,4787549.1095,683,Cushion,36-33 Clarendon Avenue
591312.7503,4787323.822,684,Cushion,88-87 Clarendon Avenue
598922.7881,4782066.0678,685,Cushion,135 -142 First Road West
591252.9478,4787129.0393,686,Cushion,128-127 Clarendon Avenue
599002.0147,4782344.4376,687,Cushion,177 - 180 First Road West
590697.4652,4786736.8277,688,Cushion,30 Caledon Avenue
599129.4791,4782787.9877,689,Cushion,239 - 238 First Road West
590581.6341,4786501.7917,690,Cushion,105 Caledon Avenue
598862.7385,4782509.8437,691,Cushion,27 Isaac Brock Drive
590534.3761,4786346.7808,692,Cushion,302 Caledon Avenue
598627.3522,4782578.0184,693,Cushion,63/65 Isaac Brock Drive
593656.4117,4783560.4917,694,Cushion,15-16 Arno Street
593369.4718,4785182.4713,695,Cushion,87 Folkestone Ave
593264.3884,4785248.5998,696,Cushion,141/145 Folkestone Ave
596019.0636,4789634.0135,697,Cushion,31/30 Craigmiller Avenue
594599.9144,4789259.6892,698,Cushion,23/22 Carrick Avenue
594515.8273,4788984.167,699,Cushion,103/104 Carrick Avenue
593300.4975,4785355.5881,700,Cushion,179 Folkestone Ave
594817.4381,4788874.9905,701,Cushion,87/90 Leinster Avenue South
591714.6151,4787846.7761,702,Cushion,164 Brucedale Avenue East
591751.2318,4787721.8758,703,Cushion,279/278 East 8th Street
591813.284,4787925.1655,704,Cushion,216/215 East 8th Street
587300.9388,4788655.7419,705,Permanent,1037 Scenic Dr
587886.3214,4788490.5102,706,Permanent,881 Scenic Dr
588325.9572,4788488.1563,707,Permanent,739 Scenic Dr
588477.9759,4788627.1259,708,Permanent,631 Scenic Dr
584261.9267,4786608.4135,709,Cushion,581_583 - 580_584 Tuscarora Dr
584480.0817,4786897.9981,710,Cushion,651_657 - 654 Hiawatha Blvd
584679.4002,4786711.9996,711,Cushion,107 - 108 Seneca Dr
584339.0644,4786871.7057,712,Cushion,165_157 - 162 Cayuga Ave
584403.6482,4786764.5579,713,Cushion,135_127 Cayuga Ave
584501.0228,4786436.9941,714,Cushion,78_76 - 79 Oneida Blvd
584635.7154,4786483.5474,715,Cushion,90_96 - 93_95 Oneida Blvd
584806.1983,4786741.3135,716,Cushion,118_116 - 117_119 Oneida Blvd
598460.4385,4785657.7868,717,Cushion,55 Albright Rd
585280.1738,4791458.728,718,Cushion,51 Helen St and Dundas Driving Park Rd
588815.3147,4787846.7968,719,Cushion,Bendamere Ave (beside 120 West 26th St)
588872.54,4787827.8936,720,Cushion,Bendamere Ave (beside 483 West 26th St)
588772.5047,4787942.5207,721,Cushion,106 West 27th St
588791.2408,4788002.762,722,Cushion,92 West 27th St
587152.4896,4788220.4239,723,Cushion,22 San Antonio Dr
587262.961,4788216.8513,724,Cushion,48_52 Karen Cres
588427.2756,4785863.6298,725,Cushion,Gemini Dr Approx. 15 m west of Gardiner Ave
588264.1131,4785920.1254,726,Cushion,Gemini Dr Approx. 15 m east of Gillard st
588167.9601,4785901.5656,727,Cushion,107 - 108 Gemini Dr
589479.3512,4797828.4866,728,Cushion,15 -16 Howard Blvd
590455.2989,4789327.3786,729,Cushion,72 Stanley Ave
590614.6803,4789280.3386,730,Cushion,25 Stanley Ave
593304.3839,4790224.3512,731,Cushion,81 Oak Ave
599639.5049,4785203.0469,732,Cushion,268 Nashville Cir
589881.3044,4799542.0857,733,Cushion,34 Laurendale Ave
589870.1672,4799486.8082,734,Cushion,27 Laurendale Avenue
601188.4563,4786332.6801,735,Cushion,78 – 77_79 Mountain Ave N
598784.6568,4786764.649,736,Cushion,26 Robroy Ave
599963.0024,4786701.9499,737,Cushion,70 - 69 Greenford Dr
586084.5626,4786535.7907,738,Cushion,1085 Harrogate Drive
586201.9124,4786519.9209,739,Cushion,1111 Harrogate Drive
585934.9741,4786388.0424,740,Cushion,71 Cloverleaf Drive
586090.0778,4786107.8732,741,Cushion,Cloerleaf Dr (beside 76 Playfair Crt)
590878.6581,4790954.8169,742,Cushion,34-35 Crooks Street
590904.1522,4791043.884,743,Cushion,64-65 Crooks Street
591005.5692,4790848.6276,744,Cushion,155-156 Ray Street North
591033.3358,4790946.6427,745,Cushion,187-188 Ray Street North
588256.5916,4790388.5571,746,Cushion,34- 35_39 Dalewood Crescent
588334.3699,4790121.8372,747,Cushion,57 Haddon Avenue S
586832.1156,4789296.8978,748,Cushion,133-138 Ewen Road
586853.0196,4789209.5982,749,Cushion,147-158 Ewen Road
587985.0171,4789721.1719,750,Cushion,97-98 Stroud Road
588047.3482,4789915.6355,751,Cushion,28 Stroud Road
589797.7332,4799264.4896,752,Cushion,3 - 4 Laurendale Ave
591029.3289,4789111.7465,753,Cushion,124/126 Markland St
591261.1358,4789098.9386,754,Cushion,280 Park Street
596431.669,4781385.93,755,Cushion,Pinehill Drive (btwn #168 & #172 Pinehill Dr)
598224.5318,4783475.3791,756,Cushion,53 Mistywood Drive
591039.0051,4799253.8643,757,Cushion,30 meters west of 215 Skinner Road
590471.6637,4786130.7108,758,Cushion,350/356-349 Caledon Avenue
595062.4104,4789175.0605,759,Cushion,22/27 Connaught Avenue North
